user,date,comment
SaiK,17 Aug 2018 22:00,"Sachin wrote:ToI Cartoon on Kerala Floodswhat about - [actually the case world over - from Chennai, Venice to Houston.] In India, it is easy to flout rules and standards.- low lands occupation for growing infrastructure- water flow tables and storm channels- canal systems and dam interconnections- depth, height and flow capacity of streams- control systems and DR policies"
UlanBatori,17 Aug 2018 22:10,"100 death toll is single-day. Picture is indeed horrific Nature is really hitting back, hain?"
ramana,17 Aug 2018 22:10,"From WhatsappForwarding as received Message from Navy Met Office at Kochi. The forecast is looking OK. This pressure system has already passed Kerala. What we are experiencing now is the after pull. This will continue for 48hrs more and thereafter it will subsideOnce the Rains subside, it will take at least two days more for the river run-offs to reduce in power. Until the inflows weaken, dams will need to be kept open and only gradually shutdown. So to normalize matters, we may expect another week to 10 days after rains stop or becomes intermittent. Until then, we have to push ourselves ..."
ramana,17 Aug 2018 22:14,"UB, the Weather depression in Bay of Bengal acted as suction pump and pulled the moisture from Indian Ocean. Situation became worse due to : deforestation, homes in flood done, release if waters from dams. Yes Nature hit back bit man made it worse.Let's focus on rescue efforts.Sachin please ban Arima for a week.If he talks back one month ban.Am on phone or would do it myself."
Dileep,17 Aug 2018 22:45,"This ""man made disaster"" thing is utter bullshit!! This is not a problem of a clogged storm drain flooding a basement. Imagine three to four thousand cubic metres of water coming every second through a channel that is 200+ metres wide!! That is what we got here. Once it gets to the plains, it simply spreads all around.If you build for the 100 year flood plan, there won't be much space to build anything in Dera Mahab Ali.Here is the truth. The Disaster itself is not man made. Man simply mishandled it because of the chalta hai attitude. And much of the problem happened because people refused to heed to warnings, both by people and by good old nature itself."
Dileep,17 Aug 2018 22:52,"The comment on TN CM was on his attitude on the water level of Mullaperiyar. First of all, in accordance with the declared policy, the dam officials sat tight till the level reached the supreme court sanctioned 142 ft, and once it reached (Almost) there, they simply opened the gates, getting upto 1300 Cumecs of water to the already full Idukki. This is one major contributor to the 3-4 thousands cumecs that flowed into Kochi.When requested by the KL PM to reduce the level to better manage the flow, he sent a letter saying ""Dam is sef onlee. Level weel bee 142 onlee""."
Dileep,17 Aug 2018 22:55,"And hey, if you planned for 100 year events, There would have been Salt Valley instead of Silicon Valley."
ramana,17 Aug 2018 23:57,So it was blind adherence to a process set by SC. Most disasters are exacerbated by such rigidity. SC should be more circumspect in ging long bashans with their judgments which vitiate local initiative.
habal,18 Aug 2018 0:00,"SC is not downstream, so they can afford to be rigid. Some one else pays the price."
Sachin,18 Aug 2018 0:12,"SaiK wrote:In India, it is easy to flout rules and standards....- control systems and DR policies Very many problems for such floods are clearly due to the facts you mentioned. But yes, due to ever increasing population and very many other factors land is becoming a precious commodity (especially in states like KL). Honestly, we do not have a DR policy and even at the state level we don't have policies to deal with such situations. State forces are trying with what ever they can. Dileep wrote:Here is the truth. The Disaster itself is not man made. Man simply mishandled it because of the chalta hai attitude. And much of the problem happened because people refused to heed to warnings, both by people and by good old nature itself. I agree, this disaster is not man made. And this has hit a society who has been relatively safe for 40+ years (good income, no terrorism, not much L&O issues); basically a very complacent society. Such crowd, I am sure would not be able to make any notice of the warnings from the nature and plan in advance. This has really caught every one by surprise. Even the govt. officials who have 20+ years of service are not able to cope up.On social media I see a deliberate attempt to some how make a story that Indian Armed Forces (and thus Central Govt.) have to now take over this problem 100%. Even some Kerala politicians are towing this line. This I feel, should be countered. Central Govt., Armed Forces all should help KL 100%, but KL politicians, society, media etc. just cannot ""out source"" this job to some one else. There is a push to out source the ""rescue job"" to the armed forces 100%. If the Armed forces accepts this, that would be a really stupid move (they would only get blamed). PS: On Malayalam social media I see lots of tweets/posts which are purely political and some how ""demanding"" that GoI takes over the rescue job and ensure that Kerala is safe. This is often taking a ""sense of entitlement"" mode. This IMHO has to be countered. Talks about ""Oman Sultan sending in relief materials"" etc. is doing its rounds, and any one can get the drift."
nachiket,18 Aug 2018 0:42,"Sachin wrote:On social media I see a deliberate attempt to some how make a story that Indian Armed Forces (and thus Central Govt.) have to now take over this problem 100%. Even some Kerala politicians are towing this line. This I feel, should be countered. Central Govt., Armed Forces all should help KL 100%, but KL politicians, society, media etc. just cannot ""out source"" this job to some one else. There is a push to out source the ""rescue job"" to the armed forces 100%. If the Armed forces accepts this, that would be a really stupid move (they would only get blamed). What you say may be true but the Armed forces will accept whatever the GoI asks them to do. If the Kerala politicians have to be held to account the voters need to do that....after the water recedes and people are safe. Right now they need all the help they can get from the Army, Navy, AF, NDRF etc."
